K1001,K1002,K1004,K1053,K1081,K1082,K1086,K1100,K1103,K1104,K1303,C_052 SM Position befor joining stator TD1 - Actual value ,Attribute,Date/Time,Event 1,Event 2,Event 3,Event 4,Batch Number,Nest Number,C_052 SM Position before joining stator TD1 - difference value ,Attribute,C_052 SM Position befor joining stator TD2 - Actual value ,Attribute,C_052 SM Position before joining stator TD2 - difference value ,Attribute,C_052 SM Joining stator - Actual value ,Attribute,C_052 SM Joining stator - difference value ,Attribute,C_052 SM Joining magnet - Actual value ,Attribute,C_052 SM Joining magnet - difference value ,Attribute,C_052 Calibration magnetic field ,Attribute,P_052 Joining Stator - measuring pre-position TD1 ,Attribute,P_052 Joining Stator - measuring pre-position TD2 ,Attribute,Q_052 Joining stator - Delta measuring pre-position ,Attribute,Q_052 Joining stator - measuring pre-position - Average ,Attribute,P_052 Joining stator - Force-max Zone 0 ,Attribute,P_052 Joining stator - Force-max Zone 1 ,Attribute,Q_052 Joining stator - Force-min Zone 1 ,Attribute,P_052 Joining stator - Force-Average value Zone 1 ,Attribute,Q_052 Joining stator - Force-max Zone 2 ,Attribute,Q_052 Joining stator - Force-min Zone 2 ,Attribute,P_052 Joining stator - Force-Average value Zone 2 ,Attribute,P_052 Joining stator - Delta force / End force ,Attribute,P_052 Joining stator - Way ,Attribute,P_052 Joining stator - Gradient ,Attribute,Q_052 Joining stator - Joining position ,Attribute,Q_052 Joining stator - Joining position TD1 ,Attribute,Q_052 Joining stator - Joining position TD2 ,Attribute,Q_052 Joining stator - Joining position after Adjustment - Average ,Attribute,P_052 Joining magnet - Force-Max Zone 0 ,Attribute,P_052 Joining magnet - Force-Max Zone 1 ,Attribute,Q_052 Joining magnet - Force-Min Zone 1 ,Attribute,P_052 Joining magnet - Force-Average value Zone 1 ,Attribute,Q_052 Joining magnet - Force-Max Zone 2 ,Attribute,Q_052 Joining magnet - Force-Min Zone 2 ,Attribute,P_052 Joining magnet - Force-Average value Zone 2 ,Attribute,Q_052 Joining magnet - Joining position ,Attribute,P_052 Joining magnet - Delta force / End force ,Attribute,P_052 Joining magnet - Way ,Attribute,P_052 Joining magnet - Gradient ,Attribute,Q_052 Adjustement orientation tooth spindle ,Attribute,P_052 Adjustement angle MM ,Attribute,P_052 Quality measuring MM after joining with load ,Attribute,Q_052 Quality measuring MM after joining without load ,Attribute,P_052 Quality measuring MM before joining Nest 1 ,Attribute,P_052 Quality measuring MM before joining Nest 2 ,Attribute,P_052 Quality measuring MM before joining Nest 3 ,Attribute,P_052 Gradient MM ,Attribute,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 08:56:00,TK-PCHZ,0,256,26.02.2019/18:52:57,200,8,null,null,#19022600321,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.148,0,6.152,0,-0.0040002023,0,6.15,0,1186,0,1779,0,982,0,1315,0,2085,0,1781,0,1917,0,2080,0,0,256,0,256,-1.1735,0,-1.2020001,0,-1.1559999,0,-1.179,0,1041,0,1420,0,1041,0,1237,0,1468,0,1413,0,1440,0,90.58636,0,1467,0,0,256,0,256,200.0,0,-109.532,0,-0.18784143,0,-0.17578661,0,-0.30045474,0,0,256,0,256,1.1084323,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 08:56:00,TK-PCHZ,0,256,26.02.2019/18:53:50,200,8,null,null,#19022600323,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.791,0,5.849,0,-0.058000203,0,5.82,0,1237,0,1792,0,994,0,1430,0,1996,0,1766,0,1860,0,1996,0,0,256,0,256,-1.1669999,0,-1.2020001,0,-1.1539999,0,-1.178,0,1223,0,1547,0,1223,0,1394,0,1608,0,1407,0,1541,0,90.570854,0,1604,0,0,256,0,256,200.0,0,-111.1442,0,-0.27542955,0,-0.286874,0,0,256,0,256,-0.2006592,0,1.3583789,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 08:56:00,TK-PCHZ,0,256,26.02.2019/18:56:22,200,8,null,null,#19022600322,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.0559998,0,6.152,0,-0.0960002,0,6.104,0,1063,0,1882,0,913,0,1357,0,2092,0,1861,0,1970,0,2082,0,0,256,0,256,-1.169,0,-1.2160001,0,-1.1259999,0,-1.171,0,1204,0,1636,0,1205,0,1423,0,1707,0,1530,0,1660,0,90.573494,0,1707,0,0,256,0,256,200.0,0,-107.8117,0,0.013580737,0,0.0027466659,0,-0.3112888,0,0,256,0,256,1.1172826,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:23:39,200,8,null,null,#19022600326,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.815,0,5.872,0,-0.0570002,0,5.8435,0,1086,0,1801,0,889,0,1298,0,2056,0,1761,0,1889,0,2050,0,0,256,0,256,-1.1625,0,-1.2,0,-1.1389999,0,-1.1695,0,1148,0,1559,0,1149,0,1369,0,1604,0,1434,0,1564,0,90.57348,0,1597,0,0,256,0,256,200.0,0,-110.6993,0,-0.4402295,0,-0.42710653,0,0,256,0,256,-0.23636585,0,1.2582781,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:26:42,200,8,null,null,#19022600325,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.0369997,0,6.117,0,-0.0800002,0,6.077,0,1059,0,1812,0,927,0,1311,0,1991,0,1797,0,1895,0,1966,0,0,256,0,256,-1.1715,0,-1.213,0,-1.1359999,0,-1.1745,0,1076,0,1383,0,1076,0,1222,0,1424,0,1377,0,1404,0,90.58706,0,1417,0,0,256,0,256,200.0,0,-108.469,0,-0.23895992,0,-0.2273629,0,-0.2969451,0,0,256,0,256,1.134373,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:28:56,200,8,null,null,#19022600329,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.744,0,5.796,0,-0.052000202,0,5.77,0,1054,0,2083,0,907,0,1364,0,2415,0,2064,0,2210,0,2401,0,0,256,0,256,-1.178,0,-1.2080001,0,-1.1599998,0,-1.184,0,1239,0,1671,0,1240,0,1458,0,1714,0,1521,0,1665,0,90.56916,0,1714,0,0,256,0,256,200.0,0,-111.7887,0,-0.10269479,0,-0.12878811,0,0,256,0,256,-0.18707846,0,1.2088381,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:29:54,200,8,null,null,#19022600327,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.0959997,0,6.139,0,-0.043000203,0,6.1175,0,1057,0,1787,0,929,0,1310,0,1977,0,1767,0,1870,0,1949,0,0,256,0,256,-1.1669999,0,-1.195,0,-1.1409999,0,-1.168,0,1096,0,1502,0,1084,0,1282,0,1544,0,1370,0,1500,0,90.572754,0,1542,0,0,256,0,256,200.0,0,-108.524,0,-0.03189184,0,-0.003967406,0,-0.31266212,0,0,256,0,256,1.1349834,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:30:49,200,8,null,null,#19022600330,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.837,0,5.8910003,0,-0.054000203,0,5.864,0,1050,0,1799,0,872,0,1274,0,2011,0,1763,0,1869,0,1996,0,0,256,0,256,-1.18,0,-1.2110001,0,-1.1599998,0,-1.1855,0,1164,0,1530,0,1164,0,1369,0,1569,0,1405,0,1526,0,90.5744,0,1565,0,0,256,0,256,200.0,0,-110.7423,0,-0.05813776,0,-0.06302072,0,0,256,0,256,-0.22385326,0,1.2323374,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:31:17,200,8,null,null,#19022600314,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.097,0,6.136,0,-0.039000202,0,6.1165,0,1076,0,1860,0,895,0,1306,0,2059,0,1800,0,1924,0,1931,0,0,256,0,256,-1.1675,0,-1.1960001,0,-1.1409999,0,-1.1685,0,1139,0,1513,0,1140,0,1329,0,1578,0,1399,0,1531,0,90.572235,0,1574,0,0,256,0,256,200.0,0,-109.4313,0,-0.2191229,0,-0.22354808,0,-0.29419842,0,0,256,0,256,0.99002045,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:32:39,200,8,null,null,#19022600335,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.827,0,5.8780003,0,-0.051000204,0,5.8525,0,1053,0,1814,0,923,0,1326,0,2155,0,1815,0,1955,0,2155,0,0,256,0,256,-1.1695,0,-1.2020001,0,-1.157,0,-1.1795,0,1168,0,1523,0,1169,0,1365,0,1583,0,1377,0,1515,0,90.569916,0,1580,0,0,256,0,256,200.0,0,-112.7125,0,-0.047608875,0,-0.041047394,0,0,256,0,256,-0.18463698,0,1.2506485,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:33:10,200,8,null,null,#19022600333,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.084,0,6.1280003,0,-0.0440002,0,6.106,0,1090,0,2030,0,961,0,1432,0,2325,0,1988,0,2127,0,2295,0,0,256,0,256,-1.181,0,-1.205,0,-1.1559999,0,-1.1805,0,1024,0,1394,0,1025,0,1232,0,1452,0,1303,0,1416,0,90.57443,0,1452,0,0,256,0,256,200.0,0,-109.4157,0,-0.47425765,0,-0.48036134,0,-0.31617177,0,0,256,0,256,1.1001923,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:33:57,200,8,null,null,#19022600317,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.745,0,5.873,0,-0.1280002,0,5.809,0,1076,0,1777,0,872,0,1248,0,2018,0,1713,0,1848,0,2018,0,0,256,0,256,-1.1625,0,-1.2110001,0,-1.1239998,0,-1.1675,0,1214,0,1656,0,1210,0,1447,0,1735,0,1574,0,1679,0,90.57604,0,1735,0,0,256,0,256,200.0,0,-112.9689,0,-0.026245918,0,-0.050202947,0,0,256,0,256,-0.17365032,0,1.3177892,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:34:14,200,8,null,null,#19022600336,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.0429997,0,6.064,0,-0.021000203,0,6.0535,0,1075,0,1940,0,932,0,1368,0,2204,0,1907,0,2025,0,2189,0,0,256,0,256,-1.172,0,-1.1990001,0,-1.1509999,0,-1.175,0,1238,0,1620,0,1238,0,1430,0,1687,0,1496,0,1626,0,90.571205,0,1684,0,0,256,0,256,200.0,0,-110.0355,0,-0.31876582,0,-0.25818658,0,-0.3109836,0,0,256,0,256,1.0599078,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:35:03,200,8,null,null,#19022600304,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.737,0,5.85,0,-0.1130002,0,5.7935,0,1103,0,1842,0,949,0,1354,0,2064,0,1845,0,1943,0,2057,0,0,256,0,256,-1.1669999,0,-1.2080001,0,-1.1359999,0,-1.172,0,1204,0,1624,0,1202,0,1414,0,1679,0,1477,0,1625,0,90.57019,0,1675,0,0,256,0,256,200.0,0,-111.5882,0,-0.27787104,0,-0.27268288,0,0,256,0,256,-0.1637318,0,1.3083285,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:35:23,200,8,null,null,#19022600324,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.113,0,6.1540003,0,-0.041000202,0,6.1335,0,1060,0,1844,0,930,0,1300,0,2011,0,1825,0,1911,0,2005,0,0,256,0,256,-1.1669999,0,-1.1990001,0,-1.1379999,0,-1.1685,0,1139,0,1543,0,1140,0,1341,0,1576,0,1492,0,1557,0,90.58345,0,1576,0,0,256,0,256,200.0,0,-109.5832,0,-0.4853969,0,-0.46098208,0,-0.25940734,0,0,256,0,256,1.1160619,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:36:06,200,8,null,null,#19022600328,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.742,0,5.816,0,-0.0740002,0,5.779,0,1154,0,1703,0,987,0,1305,0,2034,0,1706,0,1861,0,2034,0,0,256,0,256,-1.171,0,-1.2160001,0,-1.1439999,0,-1.18,0,1218,0,1592,0,1218,0,1412,0,1620,0,1505,0,1604,0,90.58113,0,1620,0,0,256,0,256,200.0,0,-111.4656,0,-0.5218665,0,-0.5177465,0,0,256,0,256,-0.17868587,0,1.3150426,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:36:37,200,8,null,null,#19022600344,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.074,0,6.08,0,-0.006000202,0,6.077,0,1134,0,1936,0,951,0,1359,0,2196,0,1937,0,2067,0,2196,0,0,256,0,256,-1.1675,0,-1.1880001,0,-1.1509999,0,-1.1695,0,1099,0,1449,0,1074,0,1264,0,1527,0,1422,0,1490,0,90.582,0,1527,0,0,256,0,256,200.0,0,-107.9335,0,-0.18997772,0,-0.19302957,0,-0.31388286,0,0,256,0,256,1.1780145,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:38:21,200,8,null,null,#19022600345,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.855,0,5.927,0,-0.072000206,0,5.891,0,1043,0,1783,0,911,0,1296,0,2044,0,1786,0,1892,0,2032,0,0,256,0,256,-1.1695,0,-1.2030001,0,-1.1419998,0,-1.1725,0,1200,0,1681,0,1200,0,1438,0,1720,0,1520,0,1671,0,90.56956,0,1717,0,0,256,0,256,200.0,0,-109.6363,0,0.36408582,0,0.3457747,0,0,256,0,256,-0.20172735,0,1.3180944,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:38:42,200,8,null,null,#19022600331,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.054,0,6.1150002,0,-0.0610002,0,6.0845,0,1089,0,1855,0,935,0,1333,0,2084,0,1852,0,1950,0,2081,0,0,256,0,256,-1.168,0,-1.2,0,-1.1449999,0,-1.1725,0,1083,0,1472,0,1083,0,1285,0,1554,0,1373,0,1489,0,90.57286,0,1550,0,0,256,0,256,200.0,0,-107.1891,0,-0.0819422,0,-0.08453627,0,-0.28916287,0,0,256,0,256,1.1230812,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:39:24,200,8,null,null,#19022600339,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.801,0,5.8450003,0,-0.0440002,0,5.823,0,1076,0,1786,0,905,0,1272,0,2024,0,1760,0,1877,0,2024,0,0,256,0,256,-1.1655,0,-1.19,0,-1.1559999,0,-1.173,0,1168,0,1552,0,1169,0,1361,0,1600,0,1543,0,1568,0,90.587814,0,1597,0,0,256,0,256,200.0,0,-112.2172,0,0.050202947,0,0.03875851,0,0,256,0,256,-0.18234809,0,1.3638722,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:39:43,200,8,null,null,#19022600347,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.138,0,6.224,0,-0.086000204,0,6.181,0,1139,0,1957,0,1008,0,1437,0,2184,0,1951,0,2062,0,2184,0,0,256,0,256,-1.168,0,-1.21,0,-1.1329999,0,-1.1715,0,1189,0,1544,0,1190,0,1349,0,1607,0,1530,0,1572,0,90.587585,0,1602,0,0,256,0,256,200.0,0,-109.4798,0,-0.3833125,0,-0.3604236,0,-0.27603993,0,0,256,0,256,1.1105685,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:40:25,200,8,null,null,#19022600349,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.812,0,5.866,0,-0.054000203,0,5.839,0,1115,0,1836,0,889,0,1310,0,2057,0,1820,0,1943,0,2051,0,0,256,0,256,-1.164,0,-1.1990001,0,-1.1429999,0,-1.171,0,1211,0,1676,0,1212,0,1437,0,1745,0,1598,0,1702,0,90.57689,0,1744,0,0,256,0,256,200.0,0,-111.6652,0,-0.79607534,0,-0.8156072,0,0,256,0,256,-0.20050661,0,1.3241981,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:41:21,200,8,null,null,#19022600350,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.842,0,5.9040003,0,-0.062000204,0,5.873,0,1080,0,1795,0,950,0,1330,0,2017,0,1796,0,1897,0,2011,0,0,256,0,256,-1.1669999,0,-1.2030001,0,-1.1459999,0,-1.1745,0,1176,0,1612,0,1177,0,1402,0,1661,0,1483,0,1613,0,90.57255,0,1661,0,0,256,0,256,200.0,0,-110.3651,0,-0.44068727,0,-0.4423658,0,0,256,0,256,-0.23590808,0,1.2561419,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:41:46,200,8,null,null,#19022600334,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.085,0,6.131,0,-0.0460002,0,6.108,0,1182,0,1919,0,963,0,1362,0,2158,0,1921,0,2031,0,2158,0,0,256,0,256,-1.166,0,-1.195,0,-1.1429999,0,-1.169,0,1152,0,1565,0,1152,0,1359,0,1623,0,1430,0,1567,0,90.57051,0,1623,0,0,256,0,256,200.0,0,-106.757,0,-0.6259346,0,-0.6035035,0,-0.2948088,0,0,256,0,256,1.0657064,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:42:33,200,8,null,null,#19022600348,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.835,0,5.8980002,0,-0.0630002,0,5.8665,0,1090,0,1920,0,925,0,1350,0,2118,0,1868,0,1979,0,2044,0,0,256,0,256,-1.18,0,-1.2210001,0,-1.1539999,0,-1.1875,0,1149,0,1559,0,1139,0,1359,0,1620,0,1425,0,1563,0,90.57188,0,1620,0,0,256,0,256,200.0,0,-111.9279,0,-0.3480636,0,-0.32502213,0,0,256,0,256,-0.17227699,0,1.3068026,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:42:57,200,8,null,null,#19022600307,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.081,0,6.1870003,0,-0.1060002,0,6.134,0,1081,0,2281,0,1048,0,1573,0,2476,0,2274,0,2375,0,2476,0,0,256,0,256,-1.1695,0,-1.2200001,0,-1.1259999,0,-1.173,0,1103,0,1449,0,1103,0,1277,0,1505,0,1438,0,1469,0,90.58628,0,1500,0,0,256,0,256,200.0,0,-109.0092,0,-0.63753164,0,-0.6364635,0,-0.2844325,0,0,256,0,256,1.2262337,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:43:38,200,8,null,null,#19022600352,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.81,0,5.899,0,-0.0890002,0,5.8545,0,1058,0,1769,0,898,0,1287,0,2020,0,1759,0,1870,0,2015,0,0,256,0,256,-1.1645,0,-1.2020001,0,-1.1349999,0,-1.1685,0,1218,0,1591,0,1215,0,1412,0,1628,0,1426,0,1577,0,90.5698,0,1623,0,0,256,0,256,200.0,0,-110.4914,0,-0.7414472,0,-0.7957701,0,0,256,0,256,-0.18677329,0,1.3351848,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:43:58,200,8,null,null,#19022600360,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.106,0,6.13,0,-0.024000201,0,6.118,0,1059,0,1943,0,970,0,1403,0,2184,0,1944,0,2042,0,2183,0,0,256,0,256,-1.171,0,-1.1990001,0,-1.152,0,-1.1755,0,1208,0,1678,0,1208,0,1437,0,1779,0,1572,0,1695,0,90.56883,0,1764,0,0,256,0,256,200.0,0,-107.1955,0,-0.0051881466,0,-0.021668142,0,-0.2829066,0,0,256,0,256,1.1270486,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:45:35,200,8,null,null,#19022600346,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.723,0,5.836,0,-0.1130002,0,5.7795,0,1054,0,1863,0,931,0,1323,0,2053,0,1816,0,1915,0,1997,0,0,256,0,256,-1.18,0,-1.2170001,0,-1.1469998,0,-1.182,0,1239,0,1679,0,1239,0,1462,0,1725,0,1546,0,1675,0,90.57193,0,1723,0,0,256,0,256,200.0,0,-110.7396,0,-0.7127598,0,-0.73519087,0,0,256,0,256,-0.21546067,0,1.305887,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:46:02,200,8,null,null,#19022600343,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.171,0,6.212,0,-0.041000202,0,6.1915,0,1108,0,2006,0,998,0,1468,0,2386,0,2009,0,2183,0,2384,0,0,256,0,256,-1.1635,0,-1.1960001,0,-1.1389999,0,-1.1675,0,1145,0,1506,0,1144,0,1313,0,1572,0,1407,0,1526,0,90.574554,0,1570,0,0,256,0,256,200.0,0,-110.3724,0,-0.8456679,0,-0.8566546,0,-0.3054903,0,0,256,0,256,1.1236916,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:47:00,200,8,null,null,#19022600318,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.822,0,5.879,0,-0.0570002,0,5.8505,0,1106,0,1842,0,961,0,1356,0,2070,0,1843,0,1946,0,2068,0,0,256,0,256,-1.1695,0,-1.2040001,0,-1.152,0,-1.178,0,1206,0,1550,0,1207,0,1378,0,1619,0,1550,0,1582,0,90.58597,0,1619,0,0,256,0,256,200.0,0,-110.5867,0,0.16556291,0,0.13870662,0,0,256,0,256,-0.18463698,0,1.1706901,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:47:39,200,8,null,null,#19022600362,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.11,0,6.179,0,-0.0690002,0,6.1445,0,1045,0,1778,0,876,0,1284,0,2028,0,1768,0,1873,0,2028,0,0,256,0,256,-1.1675,0,-1.2080001,0,-1.1359999,0,-1.172,0,1178,0,1590,0,1179,0,1388,0,1661,0,1475,0,1603,0,90.571884,0,1661,0,0,256,0,256,200.0,0,-107.2075,0,-0.37614062,0,-0.38773766,0,-0.31647694,0,0,256,0,256,1.1270486,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:49:46,200,8,null,null,#19022600357,3,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,5.768,0,5.826,0,-0.058000203,0,5.797,0,1105,0,1773,0,891,0,1297,0,1993,0,1774,0,1884,0,1986,0,0,256,0,256,-1.1715,0,-1.2,0,-1.1509999,0,-1.1755,0,1198,0,1493,0,1196,0,1358,0,1535,0,1363,0,1496,0,90.572556,0,1535,0,0,256,0,256,200.0,0,-110.5336,0,-0.31846064,0,-0.25131992,0,0,256,0,256,-0.2131718,0,1.3696707,0 ,
950273,HJD_LHD_BL1R - 950111,26.02.2019 17:24:15,20190226,M1998,GEM Suzhou,-,Steering,-,26.02.2019 19:20:32,TK-PCHZ,0,256,26.02.2019/19:50:05,200,8,null,null,#19022600351,1,0,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,6.065,0,6.125,0,-0.060000204,0,6.095,0,1240,0,2776,0,965,0,1696,0,2828,0,2627,0,2761,0,2673,0,0,256,0,256,-1.165,0,-1.205,0,-1.1359999,0,-1.1705,0,1206,0,1610,0,1203,0,1399,0,1656,0,1503,0,1616,0,90.57366,0,1651,0,0,256,0,256,200.0,0,-108.3738,0,-0.5098117,0,-0.5058443,0,-0.28794214,0,0,256,0,256,1.0769982,0 ,
