K1001,K1002,K1004,K1053,K1081,K1082,K1086,K1100,K1103,K1104,K1303,DMC_GearUnit ,Machine_1,Type_1,Attribute,Date/Time,Event,Batch Number,Nest Number,DMC_steering column ,Machine_2,Type_2,Attribute,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100409,1998,888878,0,12.01.2019/03:20:16,10,#19011200242,1,19011100531,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100423,1998,888878,0,12.01.2019/03:20:38,10,#19011200243,1,19011100546,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100543,1998,888878,0,12.01.2019/03:21:05,10,#19011200244,1,19011100542,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100513,1998,888878,0,12.01.2019/03:21:32,10,#19011200245,1,19011100511,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100538,1998,888878,0,12.01.2019/03:22:10,10,#19011200246,1,19011100537,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100542,1998,888878,0,12.01.2019/03:22:46,10,#19011200247,1,19011100523,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100544,1998,888878,0,12.01.2019/03:23:19,10,#19011200248,1,19011100530,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100532,1998,888878,0,12.01.2019/03:25:11,10,#19011200249,1,19011100519,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100478,1998,888878,0,12.01.2019/03:26:40,10,#19011200250,1,19011100518,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100528,1998,888878,0,12.01.2019/03:27:35,10,#19011200251,1,19011100529,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100537,1998,888878,0,12.01.2019/03:28:26,10,#19011200252,1,19011100532,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100503,1998,888878,0,12.01.2019/03:29:15,10,#19011200253,1,19011100533,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100541,1998,888878,0,12.01.2019/03:32:39,10,#19011200254,1,19011100524,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100522,1998,888878,0,12.01.2019/03:33:03,10,#19011200255,1,19011100535,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100540,1998,888878,0,12.01.2019/03:33:45,10,#19011200256,1,19011100521,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100499,1998,888878,0,12.01.2019/03:34:27,10,#19011200257,1,19011100536,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100525,1998,888878,0,12.01.2019/03:35:00,10,#19011200258,1,19011100516,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100526,1998,888878,0,12.01.2019/03:35:26,10,#19011200259,1,19011100513,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100516,1998,888878,0,12.01.2019/03:50:13,10,#19011200260,1,19011100525,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100539,1998,888878,0,12.01.2019/03:50:26,10,#19011200261,1,19011100569,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100569,1998,888878,0,12.01.2019/03:50:37,10,#19011200262,1,19011100558,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100565,1998,888878,0,12.01.2019/03:50:51,10,#19011200263,1,19011100563,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100803,1998,888878,0,12.01.2019/03:51:05,10,#19011200264,1,19011100802,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100646,1998,888878,0,12.01.2019/03:52:29,10,#19011200265,1,19011100564,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100508,1998,888878,0,12.01.2019/03:54:05,10,#19011200266,1,19011100492,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100507,1998,888878,0,12.01.2019/03:55:51,10,#19011200267,1,19011100510,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100791,1998,888878,0,12.01.2019/03:56:25,10,#19011200268,1,19011100822,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100610,1998,888878,0,12.01.2019/03:57:05,10,#19011200269,1,19011100833,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100788,1998,888878,0,12.01.2019/03:57:39,10,#19011200270,1,19011100831,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100523,1998,888878,0,12.01.2019/03:58:18,10,#19011200271,1,19011100507,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100807,1998,888878,0,12.01.2019/03:58:49,10,#19011200272,1,19011100828,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100517,1998,888878,0,12.01.2019/03:59:22,10,#19011200273,1,19011100506,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100504,1998,888878,0,12.01.2019/03:59:55,10,#19011200274,1,19011100505,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100515,1998,888878,0,12.01.2019/04:00:29,10,#19011200275,1,19011100502,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100512,1998,888878,0,12.01.2019/04:01:09,10,#19011200276,1,19011100509,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100873,1998,888878,0,12.01.2019/04:01:41,10,#19011200277,1,19011100836,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100833,1998,888878,0,12.01.2019/04:02:51,10,#19011200278,1,19011100782,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100587,1998,888878,0,12.01.2019/04:03:28,10,#19011200279,1,19011100832,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100871,1998,888878,0,12.01.2019/04:03:43,10,#19011200280,1,19011100805,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100487,1998,888878,0,12.01.2019/04:03:58,10,#19011200281,1,19011100495,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100505,1998,888878,0,12.01.2019/04:04:20,10,#19011200282,1,19011100494,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100839,1998,888878,0,12.01.2019/04:04:37,10,#19011200283,1,19011100787,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100912,1998,888878,0,12.01.2019/04:04:54,10,#19011200284,1,19011100838,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100870,1998,888878,0,12.01.2019/04:05:13,10,#19011200285,1,19011100840,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100916,1998,888878,0,12.01.2019/04:05:32,10,#19011200286,1,19011100843,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100521,1998,888878,0,12.01.2019/04:05:49,10,#19011200287,1,19011100512,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100705,1998,888878,0,12.01.2019/04:06:11,10,#19011200288,1,19011100789,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100920,1998,888878,0,12.01.2019/04:06:36,10,#19011200289,1,19011100841,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100913,1998,888878,0,12.01.2019/04:08:02,10,#19011200290,1,19011100848,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100676,1998,888878,0,12.01.2019/04:08:20,10,#19011200291,1,19011100784,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100917,1998,888878,0,12.01.2019/04:08:36,10,#19011200292,1,19011100842,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100879,1998,888878,0,12.01.2019/04:11:38,10,#19011200293,1,19011100804,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100869,1998,888878,0,12.01.2019/04:11:56,10,#19011200294,1,19011100844,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100911,1998,888878,0,12.01.2019/04:12:15,10,#19011200295,1,19011100839,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100872,1998,888878,0,12.01.2019/04:12:39,10,#19011200296,1,19011100813,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100875,1998,888878,0,12.01.2019/04:13:01,10,#19011200297,1,19011100830,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100923,1998,888878,0,12.01.2019/04:13:21,10,#19011200298,1,19011100854,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100915,1998,888878,0,12.01.2019/04:13:45,10,#19011200299,1,19011100849,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100704,1998,888878,0,12.01.2019/04:14:08,10,#19011200300,1,19011100850,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100904,1998,888878,0,12.01.2019/04:14:33,10,#19011200301,1,19011100858,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100864,1998,888878,0,12.01.2019/04:14:58,10,#19011200302,1,19011100817,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100921,1998,888878,0,12.01.2019/04:15:23,10,#19011200303,1,19011100855,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100882,1998,888878,0,12.01.2019/04:16:07,10,#19011200304,1,19011100853,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100698,1998,888878,0,12.01.2019/04:16:21,10,#19011200305,1,19011100788,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100836,1998,888878,0,12.01.2019/04:16:39,10,#19011200306,1,19011100791,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100881,1998,888878,0,12.01.2019/04:17:07,10,#19011200307,1,19011100852,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100518,1998,888878,0,12.01.2019/04:17:41,10,#19011200308,1,19011100508,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100465,1998,888878,0,12.01.2019/04:18:08,10,#19011200309,1,19011100486,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100488,1998,888878,0,12.01.2019/04:18:48,10,#19011200310,1,19011100496,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100501,1998,888878,0,12.01.2019/04:19:11,10,#19011200311,1,19011100498,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100495,1998,888878,0,12.01.2019/04:19:37,10,#19011200312,1,19011100499,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100890,1998,888878,0,12.01.2019/04:21:24,10,#19011200313,1,19011100851,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100887,1998,888878,0,12.01.2019/04:22:00,10,#19011200314,1,19011100860,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100489,1998,888878,0,12.01.2019/04:22:30,10,#19011200315,1,19011100501,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100474,1998,888878,0,12.01.2019/04:23:11,10,#19011200316,1,19011100503,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100481,1998,888878,0,12.01.2019/04:23:46,10,#19011200317,1,19011100504,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100446,1998,888878,0,12.01.2019/04:24:25,10,#19011200318,1,19011100500,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100498,1998,888878,0,12.01.2019/04:25:06,10,#19011200319,1,19011100497,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100893,1998,888878,0,12.01.2019/04:25:51,10,#19011200320,1,19011100856,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100496,1998,888878,0,12.01.2019/04:26:28,10,#19011200321,1,19011100485,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100889,1998,888878,0,12.01.2019/04:27:13,10,#19011200322,1,19011100870,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100907,1998,888878,0,12.01.2019/04:27:48,10,#19011200323,1,19011100872,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100885,1998,888878,0,12.01.2019/04:28:22,10,#19011200324,1,19011100873,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100868,1998,888878,0,12.01.2019/04:28:56,10,#19011200325,1,19011100857,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100884,1998,888878,0,12.01.2019/04:29:14,10,#19011200326,1,19011100874,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100506,1998,888878,0,12.01.2019/04:30:15,10,#19011200327,1,19011100493,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100493,1998,888878,0,12.01.2019/04:31:06,10,#19011200328,1,19011100480,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100482,1998,888878,0,12.01.2019/04:31:46,10,#19011200329,1,19011100487,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100492,1998,888878,0,12.01.2019/04:32:25,10,#19011200330,1,19011100488,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100469,1998,888878,0,12.01.2019/04:33:04,10,#19011200331,1,19011100479,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100475,1998,888878,0,12.01.2019/04:33:44,10,#19011200332,1,19011100491,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100479,1998,888878,0,12.01.2019/04:34:21,10,#19011200333,1,19011100490,2016,884280,0 ,
944436,ReNi  P02F_BRA_LHD_BL1N,07.01.2019 13:18:31,20190111,M2002,MA for ColPAS Nissan/Renault (CN),--,Steering,--,12.01.2019 00:05:04,TK-PCHZ,19011100933,1998,888878,0,12.01.2019/04:35:02,10,#19011200334,1,19011100880,2016,884280,0 ,
